Query,Rank,Video,Score
What is quantum computer?,1,LM3rwbVPyNc,0.5652677416801453
What is quantum computer?,2,YO9LnWD0Rck,0.2870872914791107
What is quantum computer?,3,Fm42RGGwpyo,0.2784198224544525
What is quantum computer?,4,mG3xQb_-rV4,0.26530948281288147
What is quantum computer?,5,JmVOEkskft4,0.264933705329895
What is diagram visually?,1,80_RUmj-4B0,1.0418143272399902
What is diagram visually?,2,gRuI6HzyuPY,1.057190179824829
What is diagram visually?,3,67Ekk-rM5dE,1.0915542840957642
What is diagram visually?,4,cY4pVLpjL3g,1.0916668176651
What is diagram visually?,5,4znRDbg0SYA,1.1397225856781006
Explain performance dns,1,Lsd80uR9Shs,0.913335919380188
Explain performance dns,2,bJ9NnLLMQ78,0.986484944820404
Explain performance dns,3,6bGvO18yAH0,1.025968313217163
Explain performance dns,4,LN-FyvIgwKs,1.0466653108596802
Explain performance dns,5,xv0Be4QfkH0,1.0974931716918945
Explain benchmarks dragonfly,1,j1PkkSddZcE,0.9222211837768555
Explain benchmarks dragonfly,2,xv0Be4QfkH0,1.1560940742492676
Explain benchmarks dragonfly,3,I6dpN0geIb4,1.1650692224502563
Explain benchmarks dragonfly,4,i_-q6dT7l1U,1.1832431554794312
Explain benchmarks dragonfly,5,v8eUhkhC8lw,1.196459412574768
How does processing stream work?,1,mG3xQb_-rV4,0.7244589924812317
How does processing stream work?,2,_acvJC3Smx4,0.9041595458984375
How does processing stream work?,3,Vn8xa6mUocA,1.0172175168991089
How does processing stream work?,4,I6dpN0geIb4,1.0616161823272705
How does processing stream work?,5,XYvQHjWJJTE,1.0860769748687744
How does sql injection work?,1,cG4FPks53AU,0.8438312411308289
How does sql injection work?,2,WUBWIVCJLHI,0.8539775013923645
How does sql injection work?,3,mTJpFiPQZho,0.9095214605331421
How does sql injection work?,4,ftMW4TtzDEk,0.9569753408432007
How does sql injection work?,5,tb-hlGa71sk,0.9621179699897766
What is architecture sidecar?,1,FMxUYhYDiys,0.8765691518783569
What is architecture sidecar?,2,z9wuLNJdiqQ,0.9103735685348511
What is architecture sidecar?,3,sh2nwXJLDkE,0.9345280528068542
What is architecture sidecar?,4,X5LxprTgMQQ,0.9699890613555908
What is architecture sidecar?,5,iDJvRLQAL0I,1.0138300657272339
What is apis harder?,1,qnXTTmPPiz0,0.8927146196365356
What is apis harder?,2,xJA8tP74KD0,0.9435290098190308
What is apis harder?,3,oyYnRVQvxv4,0.9605832695960999
What is apis harder?,4,K6bkjs1q4cM,1.0272413492202759
What is apis harder?,5,KF-3jtGH6Yk,1.0358953475952148
How does advantages fusionaut work?,1,t3HvCLYnrRY,0.7902118563652039
How does advantages fusionaut work?,2,xuOJF3w4vQQ,1.1404362916946411
How does advantages fusionaut work?,3,iwRaNYa8yTw,1.142703890800476
How does advantages fusionaut work?,4,KOwxqhFUgts,1.1436823606491089
How does advantages fusionaut work?,5,_iqNjvaUVsM,1.1510660648345947
Explain legacy microservices,1,_iqNjvaUVsM,0.8347650170326233
Explain legacy microservices,2,C-CcuV1oMQI,0.8645424246788025
Explain legacy microservices,3,xuOJF3w4vQQ,0.8666331768035889
Explain legacy microservices,4,ecuEkmFs5Vk,0.8900477290153503
Explain legacy microservices,5,o8J0Xfjwwe0,0.9084275364875793
What is structured apps?,1,SZ4PRZ8UbFU,0.989956259727478
What is structured apps?,2,126ALse1rWA,1.007612705230713
What is structured apps?,3,fGmIjstlFMU,1.0308191776275635
What is structured apps?,4,7qUVUFE4_Sc,1.041333556175232
What is structured apps?,5,4o9dUAp7xxk,1.0614023208618164
Explain monolithic architectures,1,E7kXoO9Z0NA,0.877501904964447
Explain monolithic architectures,2,126ALse1rWA,0.9433104991912842
Explain monolithic architectures,3,uvlXQ4w-l94,0.954968273639679
Explain monolithic architectures,4,4o9dUAp7xxk,0.9711939692497253
Explain monolithic architectures,5,ZYuu8sWUQww,0.9819680452346802
How does binary search work?,1,HWRcoT4Lr5E,0.7040205001831055
How does binary search work?,2,1y50YhnkEcQ,0.8691580891609192
How does binary search work?,3,cSqbQnQ5imU,1.0266708135604858
How does binary search work?,4,LM3rwbVPyNc,1.0879684686660767
How does binary search work?,5,cue5udxPANA,1.1201231479644775
Explain apis mcp,1,PS9kw4W52Gs,0.7937586903572083
Explain apis mcp,2,x4XjSRUSRrg,0.8742203712463379
Explain apis mcp,3,MI796yMnOF0,0.8866574168205261
Explain apis mcp,4,8PnVhLQTDoQ,0.8902875781059265
Explain apis mcp,5,YypKPJ6pYMY,0.9121315479278564
How does file jar work?,1,0-BBs7q0HzI,1.0204354524612427
How does file jar work?,2,-QHsVHziSZQ,1.1288294792175293
How does file jar work?,3,E-CH3-VyVck,1.1381477117538452
How does file jar work?,4,xYv3tBvJavM,1.1572377681732178
How does file jar work?,5,GT0En1dGntY,1.1810270547866821
How does authentication api work?,1,xJA8tP74KD0,0.7181182503700256
How does authentication api work?,2,K6bkjs1q4cM,0.8105578422546387
How does authentication api work?,3,8d2eG7bdepQ,0.9102967381477356
How does authentication api work?,4,5FrA0UzV1Aw,0.944039523601532
How does authentication api work?,5,vAT8YJTxhuU,0.9485052227973938
Explain sql injection,1,cG4FPks53AU,0.8207627534866333
Explain sql injection,2,WUBWIVCJLHI,0.8339371681213379
Explain sql injection,3,mTJpFiPQZho,0.8939828872680664
Explain sql injection,4,tb-hlGa71sk,0.9371995329856873
Explain sql injection,5,ftMW4TtzDEk,0.9524198174476624
Explain machine docker,1,KOwxqhFUgts,0.8208729028701782
Explain machine docker,2,Et-dfMyW3qc,0.939297616481781
Explain machine docker,3,Dwufy7QtZR0,0.9849194884300232
Explain machine docker,4,2b2jcfLMkfc,1.0562180280685425
Explain machine docker,5,fGjCWRSEXSQ,1.0798168182373047
Explain amazon developer,1,tqjkePX0KGA,0.9319996237754822
Explain amazon developer,2,XVfQD3lkn3g,0.9409899711608887
Explain amazon developer,3,zEiStSS6_ow,1.0016118288040161
Explain amazon developer,4,A1sq1MeKRpA,1.072052240371704
Explain amazon developer,5,Q8qW8Dygmbs,1.075073480606079
Explain jar file,1,0-BBs7q0HzI,1.0090006589889526
Explain jar file,2,zGSX5AqfKvU,1.1203784942626953
Explain jar file,3,-QHsVHziSZQ,1.1324858665466309
Explain jar file,4,xYv3tBvJavM,1.1572624444961548
Explain jar file,5,E-CH3-VyVck,1.167590618133545
Explain text learn,1,jRfIqQu_mcY,1.0482560396194458
Explain text learn,2,XwYY0lCGWW8,1.0586997270584106
Explain text learn,3,8RWfE9eDWXI,1.087435007095337
Explain text learn,4,exP5T6IgQHs,1.1062548160552979
Explain text learn,5,MPFeE4_veXE,1.1262909173965454
How does content management work?,1,pjWhtRtaJiA,1.0039674043655396
How does content management work?,2,hTpEDdJDoI0,1.0124857425689697
How does content management work?,3,MPFeE4_veXE,1.0357410907745361
How does content management work?,4,i_-q6dT7l1U,1.0641775131225586
How does content management work?,5,fGmIjstlFMU,1.0710629224777222
What is elastic search?,1,kqbPw03jw90,0.7809891700744629
What is elastic search?,2,6k6-OeWZTYY,0.8281336426734924
What is elastic search?,3,cdm_9YLCNlU,0.9786757230758667
What is elastic search?,4,HWRcoT4Lr5E,1.0576272010803223
What is elastic search?,5,KmOOoE3XO_o,1.0636008977890015
How does agents write work?,1,GQ6piqfwr5c,0.9961611032485962
How does agents write work?,2,Jj1-zb38Yfw,0.9984472393989563
How does agents write work?,3,9UNPwGRNo_k,1.0394285917282104
How does agents write work?,4,PS9kw4W52Gs,1.0522990226745605
How does agents write work?,5,voSYs_XDsog,1.0818650722503662
Explain urea clients,1,9yAFa60v7tE,1.000783920288086
Explain urea clients,2,JMXh_6N9PAk,1.004367709159851
Explain urea clients,3,wwKCURWnjto,1.024139165878296
Explain urea clients,4,pJ83mmqcvoQ,1.026250958442688
Explain urea clients,5,KF-3jtGH6Yk,1.096271276473999
How does data elastic work?,1,6k6-OeWZTYY,0.9403207898139954
How does data elastic work?,2,KmOOoE3XO_o,0.9613808393478394
How does data elastic work?,3,AvcTpQri-5M,0.9814205169677734
How does data elastic work?,4,Q8qW8Dygmbs,1.0053982734680176
How does data elastic work?,5,kqbPw03jw90,1.0464160442352295
How does http headers work?,1,fFHl7psnvz0,0.7558371424674988
How does http headers work?,2,4bQeGUzHpOE,0.9989362955093384
How does http headers work?,3,G0_e02DdH7I,1.0286718606948853
How does http headers work?,4,K6bkjs1q4cM,1.0691856145858765
How does http headers work?,5,xv0Be4QfkH0,1.091508150100708
Explain heartbeats design,1,2LCyDvx7iIE,0.9585012793540955
Explain heartbeats design,2,me_FwTx3ZEw,1.0704777240753174
Explain heartbeats design,3,2WYjtfRyHzQ,1.1398333311080933
Explain heartbeats design,4,q1RUnL4xTds,1.143202304840088
Explain heartbeats design,5,tBXK49CB-BU,1.1639885902404785
Explain load balancer,1,dUO4ayAAnqQ,0.770363450050354
Explain load balancer,2,uG7_0Zi5oVk,0.8130386471748352
Explain load balancer,3,KuH55P6UgVc,0.8217285871505737
Explain load balancer,4,4SWwWIpi3E4,0.873496413230896
Explain load balancer,5,z29JlsK6nKc,0.8858736753463745
What is design patterns?,1,7qUVUFE4_Sc,0.7219491004943848
What is design patterns?,2,NP7RmrHn1Q0,0.9438263177871704
What is design patterns?,3,USLwIwyWVIM,0.9775298237800598
What is design patterns?,4,5999cgzA95A,1.0554155111312866
What is design patterns?,5,04xGE47faUY,1.0818061828613281
What is data centers?,1,6HjrkSoeN2I,0.7801284193992615
What is data centers?,2,7G4g6B78zxM,0.962029218673706
What is data centers?,3,IAbZJt7nY6E,0.9773101210594177
What is data centers?,4,j-VASLQbDik,1.057510495185852
What is data centers?,5,yBY5GJtmhg0,1.0631526708602905
What is stateless card?,1,Kf9qqv1kC0s,0.8026003837585449
What is stateless card?,2,QDiPjMWeVC0,0.9427779316902161
What is stateless card?,3,fLwlslWLBsk,0.9792587757110596
What is stateless card?,4,gh0mpS5PG1A,1.005578637123108
What is stateless card?,5,jX33SSUwzAU,1.024690866470337
What is streaming service?,1,Ewf1A8UwXW0,0.9096418023109436
What is streaming service?,2,Ix4CLPCziQk,0.9717618227005005
What is streaming service?,3,_JAN0cHiNHw,0.9872490167617798
What is streaming service?,4,wIDh8MlkSoA,0.9910221695899963
What is streaming service?,5,Ko1_bJ44958,1.0016438961029053
What is microservices architecture?,1,_iqNjvaUVsM,0.7990357875823975
What is microservices architecture?,2,E7kXoO9Z0NA,0.828199565410614
What is microservices architecture?,3,xuOJF3w4vQQ,0.8356125354766846
What is microservices architecture?,4,C-CcuV1oMQI,0.8446074724197388
What is microservices architecture?,5,EZctFC4daPw,0.8803662061691284
What is data business?,1,IAbZJt7nY6E,0.9650942087173462
What is data business?,2,7G4g6B78zxM,0.9746765494346619
What is data business?,3,xmxJ4cS-niU,1.0466015338897705
What is data business?,4,6HjrkSoeN2I,1.0475200414657593
What is data business?,5,Gp_V4oEDrNo,1.07436203956604
What is testing agent?,1,qnXTTmPPiz0,1.05471932888031
What is testing agent?,2,GQ6piqfwr5c,1.064587116241455
What is testing agent?,3,p5hA8rpCRXw,1.06832754611969
What is testing agent?,4,WrUi-JjJHD8,1.0710135698318481
What is testing agent?,5,Jj1-zb38Yfw,1.073500394821167
How does design patterns work?,1,7qUVUFE4_Sc,0.7517231106758118
How does design patterns work?,2,NP7RmrHn1Q0,0.9125298857688904
How does design patterns work?,3,USLwIwyWVIM,0.9602805376052856
How does design patterns work?,4,5999cgzA95A,1.0182956457138062
How does design patterns work?,5,04xGE47faUY,1.0565745830535889
What is etl tools?,1,KmOOoE3XO_o,0.9901373386383057
What is etl tools?,2,voSYs_XDsog,1.0960400104522705
What is etl tools?,3,AvcTpQri-5M,1.1366183757781982
What is etl tools?,4,wpzeqAm9Fyo,1.137273907661438
What is etl tools?,5,kqbPw03jw90,1.1416337490081787
What is netflixx architecture?,1,Ix4CLPCziQk,0.8497165441513062
What is netflixx architecture?,2,B5Il4OCjnn4,0.8614820837974548
What is netflixx architecture?,3,W8YLcfXNnZo,0.8630834221839905
What is netflixx architecture?,4,2G02p2izBEY,0.898446798324585
What is netflixx architecture?,5,62PxQP_jAxg,0.9063261151313782
What is deployment strategy?,1,unhCmG4NrUA,0.8752002120018005
What is deployment strategy?,2,mWCId6kSpj0,0.8932260274887085
What is deployment strategy?,3,RThb3koc5DM,0.8963772058486938
What is deployment strategy?,4,H48JzcLQs1c,1.0265660285949707
What is deployment strategy?,5,AZoIWCZo3_c,1.0271235704421997
What is cqrs command?,1,q07BGZBDo7g,0.7700595259666443
What is cqrs command?,2,SvjdJoNPcHs,0.8879569172859192
What is cqrs command?,3,s7uk69rMHFQ,0.9397931098937988
What is cqrs command?,4,13vkP6cVa4U,0.9561241865158081
What is cqrs command?,5,ID-_ic1fLkY,1.1144721508026123
What is domain youtube?,1,6bGvO18yAH0,0.7601138353347778
What is domain youtube?,2,wwKCURWnjto,0.9507036805152893
What is domain youtube?,3,bJ9NnLLMQ78,1.0601022243499756
What is domain youtube?,4,Lsd80uR9Shs,1.0687953233718872
What is domain youtube?,5,UpZWf1tH6K0,1.0780589580535889
What is mcp ai?,1,PS9kw4W52Gs,0.736941397190094
What is mcp ai?,2,x4XjSRUSRrg,0.7468141913414001
What is mcp ai?,3,YypKPJ6pYMY,0.7663042545318604
What is mcp ai?,4,if6OL6trunU,0.8015568256378174
What is mcp ai?,5,MI796yMnOF0,0.8189468383789062
How does git commit work?,1,HMoZ5cYzU4I,0.7744781970977783
How does git commit work?,2,k7ZGcJdi_kI,0.7939255237579346
How does git commit work?,3,E-CH3-VyVck,0.8685453534126282
How does git commit work?,4,MmTiyF6Md5g,0.884799063205719
How does git commit work?,5,cjSjlHUmaBU,0.918698787689209
How does open ai work?,1,GQnEuz6hj5k,0.8467001914978027
How does open ai work?,2,Jj1-zb38Yfw,0.8954359889030457
How does open ai work?,3,9UNPwGRNo_k,0.9204574227333069
How does open ai work?,4,9QpAjiJ0kPk,0.9375666379928589
How does open ai work?,5,PS9kw4W52Gs,0.9613031148910522
How does retrieval llm work?,1,4KiiKQ9RVvA,0.9672062397003174
How does retrieval llm work?,2,OtccjevZ5uc,1.0554414987564087
How does retrieval llm work?,3,A7lWqZ9_XpI,1.0649359226226807
How does retrieval llm work?,4,9yAFa60v7tE,1.0730830430984497
How does retrieval llm work?,5,8RWfE9eDWXI,1.0834561586380005
What is password hashing?,1,TuNvdQUVkto,0.8247645497322083
What is password hashing?,2,GT0En1dGntY,0.9994455575942993
What is password hashing?,3,6Dq4Z8Nk1z8,1.0617924928665161
What is password hashing?,4,KuH55P6UgVc,1.0736000537872314
What is password hashing?,5,cG4FPks53AU,1.1558973789215088
How does encoder work?,1,RUuhax5r1RA,0.950681209564209
How does encoder work?,2,exP5T6IgQHs,0.9650459289550781
How does encoder work?,3,VUxXH4uo4AY,1.130620002746582
How does encoder work?,4,IiQS7zeUTU8,1.1432108879089355
How does encoder work?,5,tpgoQwMg__M,1.1630406379699707
How does database service work?,1,YrCjrJLON6g,0.7976306080818176
How does database service work?,2,q81-wDiJRN0,0.8348382711410522
How does database service work?,3,DKQLhy9bgdk,0.9094574451446533
How does database service work?,4,xYv3tBvJavM,0.9992055892944336
How does database service work?,5,o8J0Xfjwwe0,1.0009129047393799
Explain retry mechanism,1,_6yM3B4F4xE,0.8654155135154724
Explain retry mechanism,2,RfPNuaj5Ax0,1.0617752075195312
Explain retry mechanism,3,S3nq_Iq4eMI,1.0756809711456299
Explain retry mechanism,4,Ws79_YV7nhg,1.1350326538085938
Explain retry mechanism,5,HWRcoT4Lr5E,1.1792737245559692
Explain sql joints,1,cY4pVLpjL3g,0.8223445415496826
Explain sql joints,2,gRuI6HzyuPY,0.9548183083534241
Explain sql joints,3,7_JNpi-phTg,0.9580318927764893
Explain sql joints,4,wZgNO_ZIf40,1.0676956176757812
Explain sql joints,5,NvWMwRLwYZQ,1.0970137119293213
How does services architectural work?,1,WS_u-_gnoVI,0.8782891631126404
How does services architectural work?,2,_iqNjvaUVsM,0.9145261645317078
How does services architectural work?,3,o8J0Xfjwwe0,0.9438139796257019
How does services architectural work?,4,xYv3tBvJavM,0.9677373766899109
How does services architectural work?,5,ecuEkmFs5Vk,0.9702237248420715
How does feature flags work?,1,vLcrN75Kj8A,0.9438025951385498
How does feature flags work?,2,GQXn_1HONBY,1.1058958768844604
How does feature flags work?,3,BBvaKyg87Lc,1.1365324258804321
How does feature flags work?,4,NlnIJKdetvE,1.1465566158294678
How does feature flags work?,5,xYv3tBvJavM,1.1803754568099976
How does load balancer work?,1,dUO4ayAAnqQ,0.7642747759819031
How does load balancer work?,2,uG7_0Zi5oVk,0.8397685289382935
How does load balancer work?,3,4SWwWIpi3E4,0.840133786201477
How does load balancer work?,4,KuH55P6UgVc,0.8402132987976074
How does load balancer work?,5,z29JlsK6nKc,0.8862160444259644
What is domain driven?,1,sVi4aDNIPWo,0.8487368822097778
What is domain driven?,2,eDpXY6KJiY8,0.8585004210472107
What is domain driven?,3,OJNh4byblYI,0.9045328497886658
What is domain driven?,4,8SPVfacnFvM,1.0016385316848755
What is domain driven?,5,Lsd80uR9Shs,1.0818902254104614
What is monolithic microservices?,1,E7kXoO9Z0NA,0.797528088092804
What is monolithic microservices?,2,9-n5oJG4XMY,0.8012326955795288
What is monolithic microservices?,3,C-CcuV1oMQI,0.8336402773857117
What is monolithic microservices?,4,_iqNjvaUVsM,0.8656749725341797
What is monolithic microservices?,5,6DQzFUDkQB8,0.8716488480567932
Explain clusters use,1,pjWhtRtaJiA,0.8553837537765503
Explain clusters use,2,Et-dfMyW3qc,0.974872887134552
Explain clusters use,3,Dwufy7QtZR0,1.0325254201889038
Explain clusters use,4,yBY5GJtmhg0,1.0430713891983032
Explain clusters use,5,2b2jcfLMkfc,1.0574760437011719
Explain understanding jwts,1,0rcMDFU5P8w,0.7554438710212708
Explain understanding jwts,2,iB__rLXGsas,0.7999829649925232
Explain understanding jwts,3,fBSodN6BL3I,1.080447793006897
Explain understanding jwts,4,xJA8tP74KD0,1.0806176662445068
Explain understanding jwts,5,MPFeE4_veXE,1.1121385097503662
What is serverless compute?,1,gbf-DIpFFoI,0.8015452027320862
What is serverless compute?,2,C-CcuV1oMQI,0.9102718830108643
What is serverless compute?,3,QDiPjMWeVC0,1.0649292469024658
What is serverless compute?,4,Kf9qqv1kC0s,1.0700798034667969
What is serverless compute?,5,gh0mpS5PG1A,1.0747764110565186
What is new microservice?,1,_iqNjvaUVsM,0.9028036594390869
What is new microservice?,2,C-CcuV1oMQI,0.9659987092018127
What is new microservice?,3,EZctFC4daPw,0.9684984087944031
What is new microservice?,4,xuOJF3w4vQQ,0.975588321685791
What is new microservice?,5,Ewf1A8UwXW0,0.9790481328964233
How does dom document work?,1,7NyEmb13Ej0,0.7229685187339783
How does dom document work?,2,MPFeE4_veXE,0.7909613251686096
How does dom document work?,3,m-0p2BFAZvI,1.1260963678359985
How does dom document work?,4,UpZWf1tH6K0,1.1403738260269165
How does dom document work?,5,BBvaKyg87Lc,1.1484984159469604
How does tls transport work?,1,wpzeqAm9Fyo,0.8394876718521118
How does tls transport work?,2,uWmZZyaHFEY,0.8905060887336731
How does tls transport work?,3,pOcHamIz7Ko,1.0066304206848145
How does tls transport work?,4,s_r8GlYpcT4,1.0246436595916748
How does tls transport work?,5,9AhzLGmp9V4,1.0286239385604858
Explain understanding gpus,1,vWKmH0BvqQo,0.885349452495575
Explain understanding gpus,2,iQ9arr3TTMA,0.8916156888008118
Explain understanding gpus,3,HJncmDD47kQ,0.9026578068733215
Explain understanding gpus,4,JmVOEkskft4,1.1566352844238281
Explain understanding gpus,5,Kf9qqv1kC0s,1.1647729873657227
How does physical topology work?,1,QxfYZpE9ch8,0.7128159403800964
How does physical topology work?,2,4znRDbg0SYA,0.9444895386695862
How does physical topology work?,3,yBY5GJtmhg0,0.9775805473327637
How does physical topology work?,4,j-VASLQbDik,1.0156054496765137
How does physical topology work?,5,cY4pVLpjL3g,1.136004090309143
Explain browser dns,1,6bGvO18yAH0,0.7224713563919067
Explain browser dns,2,Lsd80uR9Shs,0.8264191150665283
Explain browser dns,3,bJ9NnLLMQ78,0.9907046556472778
Explain browser dns,4,UpZWf1tH6K0,1.008802890777588
Explain browser dns,5,PwNJXUdMkVY,1.0539354085922241
Explain probabilities,1,znuZRn94SQk,0.8763887882232666
Explain probabilities,2,Rhy6IDW4j3k,1.0063291788101196
Explain probabilities,3,mmguq4BHVCc,1.1724281311035156
Explain probabilities,4,h-zpahPej4U,1.1833148002624512
Explain probabilities,5,LM3rwbVPyNc,1.1857695579528809
What is workflows ai?,1,JYN6O5Gbxlc,0.9064381122589111
What is workflows ai?,2,9UNPwGRNo_k,0.9266737103462219
What is workflows ai?,3,PS9kw4W52Gs,0.9471452236175537
What is workflows ai?,4,Jj1-zb38Yfw,0.9558829665184021
What is workflows ai?,5,voSYs_XDsog,0.9598315954208374
Explain payments world,1,OYn5Be1skCs,0.8828330039978027
Explain payments world,2,7MXV7RfNtv0,0.9204441905021667
Explain payments world,3,Vn8xa6mUocA,0.9520344138145447
Explain payments world,4,hWQCiO04CXk,0.9718949198722839
Explain payments world,5,8nufqAsoX1k,0.979485034942627
What is kubernetes api?,1,2b2jcfLMkfc,0.8226242065429688
What is kubernetes api?,2,UnOpAr5jJbI,0.9078636765480042
What is kubernetes api?,3,jp_ONdr6_sQ,0.9625054597854614
What is kubernetes api?,4,Dwufy7QtZR0,0.9846230149269104
What is kubernetes api?,5,0YCpmGZtTPs,1.0310393571853638
How does secure headers work?,1,4bQeGUzHpOE,0.953539252281189
How does secure headers work?,2,fFHl7psnvz0,0.9715065360069275
How does secure headers work?,3,RClK9QqShUM,1.1192927360534668
How does secure headers work?,4,K6bkjs1q4cM,1.1206793785095215
How does secure headers work?,5,SXeW5kyk5-U,1.1420470476150513
Explain tls certificate,1,3VbtQDFm8bM,0.8612037301063538
Explain tls certificate,2,uWmZZyaHFEY,0.8708505630493164
Explain tls certificate,3,pOcHamIz7Ko,0.8745760321617126
Explain tls certificate,4,wpzeqAm9Fyo,0.8900068402290344
Explain tls certificate,5,s_r8GlYpcT4,0.9162047505378723
Explain database app,1,0d6tBMxFCt4,0.9921901822090149
Explain database app,2,YrCjrJLON6g,1.0106444358825684
Explain database app,3,i_-q6dT7l1U,1.0239074230194092
Explain database app,4,Q9xD4J3tezw,1.040796160697937
Explain database app,5,q81-wDiJRN0,1.0413289070129395
Explain reverse proxy,1,scDqfwhXtx8,0.756236732006073
Explain reverse proxy,2,1B1Hr-lM7jg,0.8504961133003235
Explain reverse proxy,3,2C-kLSYBfS4,0.8621200919151306
Explain reverse proxy,4,1cZovwWsWVU,0.9559471011161804
Explain reverse proxy,5,iDJvRLQAL0I,0.9869035482406616
What is https api?,1,YO9LnWD0Rck,0.902920663356781
What is https api?,2,K6bkjs1q4cM,0.9549239277839661
What is https api?,3,s_r8GlYpcT4,1.0254578590393066
What is https api?,4,xJA8tP74KD0,1.0344703197479248
What is https api?,5,BQwKZ6zfyk0,1.0447319746017456
How does spring boot work?,1,xYv3tBvJavM,0.8733549118041992
How does spring boot work?,2,GrYEX3NqPts,1.0071253776550293
How does spring boot work?,3,zGSX5AqfKvU,1.0299052000045776
How does spring boot work?,4,erD57pJxOw8,1.0655540227890015
How does spring boot work?,5,ecuEkmFs5Vk,1.1487653255462646
How does traditional database work?,1,0d6tBMxFCt4,0.9467677474021912
How does traditional database work?,2,Q9xD4J3tezw,1.006556510925293
How does traditional database work?,3,q81-wDiJRN0,1.0260822772979736
How does traditional database work?,4,TPYBYSyDRH4,1.027273416519165
How does traditional database work?,5,cY4pVLpjL3g,1.0403884649276733
Explain mobile apps,1,fGmIjstlFMU,1.0138155221939087
Explain mobile apps,2,oyYnRVQvxv4,1.0326454639434814
Explain mobile apps,3,tpgoQwMg__M,1.049250841140747
Explain mobile apps,4,DzHUtYQyHFs,1.0560694932937622
Explain mobile apps,5,xv0Be4QfkH0,1.0668338537216187
What is mcp clients?,1,8PnVhLQTDoQ,0.7645440697669983
What is mcp clients?,2,PS9kw4W52Gs,0.9056978225708008
What is mcp clients?,3,x4XjSRUSRrg,0.9281393885612488
What is mcp clients?,4,if6OL6trunU,0.9558477997779846
What is mcp clients?,5,MI796yMnOF0,0.9865248799324036
How does recommendation service work?,1,_JAN0cHiNHw,0.898184061050415
How does recommendation service work?,2,9yAFa60v7tE,1.0263572931289673
How does recommendation service work?,3,o8J0Xfjwwe0,1.047842264175415
How does recommendation service work?,4,YrCjrJLON6g,1.0517526865005493
How does recommendation service work?,5,_iqNjvaUVsM,1.0925124883651733
What is ai agent?,1,Jj1-zb38Yfw,0.7280297875404358
What is ai agent?,2,9UNPwGRNo_k,0.8048381209373474
What is ai agent?,3,MWv33xofJ40,0.8163976073265076
What is ai agent?,4,SYHqSAWQ4NY,0.8617883920669556
What is ai agent?,5,3XeKm1ChS70,0.872722864151001
What is quantum computer?,1,LM3rwbVPyNc,0.9324507713317871
What is quantum computer?,2,YO9LnWD0Rck,1.1940792798995972
What is quantum computer?,3,Fm42RGGwpyo,1.2013161182403564
What is quantum computer?,4,mG3xQb_-rV4,1.212180256843567
What is quantum computer?,5,JmVOEkskft4,1.212490200996399
What is diagram visually?,1,gRuI6HzyuPY,16.425491979985964
What is diagram visually?,2,80_RUmj-4B0,16.4807387781766
What is diagram visually?,3,67Ekk-rM5dE,16.851328584365547
What is diagram visually?,4,cY4pVLpjL3g,17.23430121091951
What is diagram visually?,5,4znRDbg0SYA,18.110061993098498
Explain performance dns,1,Lsd80uR9Shs,14.101836055880995
Explain performance dns,2,bJ9NnLLMQ78,15.418742840705818
Explain performance dns,3,6bGvO18yAH0,15.674002553176251
Explain performance dns,4,LN-FyvIgwKs,16.246746990014458
Explain performance dns,5,LGOnP9Udffo,16.961589882110275
Explain benchmarks dragonfly,1,j1PkkSddZcE,14.13973906798492
Explain benchmarks dragonfly,2,xv0Be4QfkH0,17.883492609660607
Explain benchmarks dragonfly,3,I6dpN0geIb4,18.129616680358595
Explain benchmarks dragonfly,4,v8eUhkhC8lw,18.368162317143288
Explain benchmarks dragonfly,5,KS6ScOjB0Cg,18.393858476250898
How does processing stream work?,1,mG3xQb_-rV4,11.402475276439873
How does processing stream work?,2,_acvJC3Smx4,14.115521172760054
How does processing stream work?,3,Vn8xa6mUocA,15.213137378770625
How does processing stream work?,4,I6dpN0geIb4,16.391678174790286
How does processing stream work?,5,ExJxPANMreM,16.637869422498625
How does sql injection work?,1,cG4FPks53AU,12.939448569937667
How does sql injection work?,2,WUBWIVCJLHI,13.512983088934561
How does sql injection work?,3,mTJpFiPQZho,13.880671097809682
How does sql injection work?,4,tb-hlGa71sk,14.806758873888612
How does sql injection work?,5,ftMW4TtzDEk,14.855894616339356
What is architecture sidecar?,1,FMxUYhYDiys,13.634804344199438
What is architecture sidecar?,2,sh2nwXJLDkE,14.333903049991932
What is architecture sidecar?,3,z9wuLNJdiqQ,14.425646465482714
What is architecture sidecar?,4,X5LxprTgMQQ,14.846643020122428
What is architecture sidecar?,5,iDJvRLQAL0I,15.76237211253084
What is apis harder?,1,qnXTTmPPiz0,14.164138168198406
What is apis harder?,2,oyYnRVQvxv4,14.567570311526651
What is apis harder?,3,xJA8tP74KD0,14.946306527606794
What is apis harder?,4,K6bkjs1q4cM,15.917981698017684
What is apis harder?,5,KF-3jtGH6Yk,16.273073089818354
How does advantages fusionaut work?,1,t3HvCLYnrRY,12.327301782781433
How does advantages fusionaut work?,2,xuOJF3w4vQQ,17.282558139722823
How does advantages fusionaut work?,3,iwRaNYa8yTw,17.319588169011695
How does advantages fusionaut work?,4,fBSodN6BL3I,17.45592855662835
How does advantages fusionaut work?,5,5FrA0UzV1Aw,17.553613201926055
Explain legacy microservices,1,_iqNjvaUVsM,12.795710803446127
